target_id	length	eff_length	est_counts	tpm
FBtr0344003	1731	1510.51	1576.3	47.0278
FBtr0082724	1136	915.514	3	0.147672
FBtr0083340	1711	1490.51	0	0
FBtr0343568	4432	4211.51	132.154	1.41411
FBtr0332290	4243	4022.51	0	0
FBtr0070702	4813	4592.51	1084.85	10.6453
FBtr0083541	1536	1315.51	0	0
FBtr0335155	2728	2507.51	0	0
FBtr0074795	2975	2754.51	2536.13	41.4923
FBtr0335157	3185	2964.51	473.881	7.20372
FBtr0335156	2882	2661.51	78.9847	1.33738
FBtr0080763	2304	2083.51	388	8.3922
FBtr0300312	577	356.878	0	0
FBtr0345495	820	599.514	0	0
FBtr0091928	609	388.694	0	0
FBtr0083048	2086	1865.51	182	4.39657
FBtr0073919	907	686.514	0	0
FBtr0077144	1521	1300.51	8418.76	291.725
FBtr0306086	1145	924.514	5495.24	267.864
FBtr0085482	1927	1706.51	376	9.9293
FBtr0071057	2054	1833.51	5	0.122893
FBtr0345910	2557	2336.51	0	0
FBtr0080633	813	592.514	0	0
FBtr0335467	434	216.768	0.5	0.103948
FBtr0072499	1500	1279.51	1792.93	63.1477
FBtr0345592	1754	1533.51	12.0749	0.354844
FBtr0087366	801	580.514	45	3.49334
FBtr0083986	2869	2648.51	0	0
FBtr0347575	2806	2585.51	28	0.488036
FBtr0078694	1059	838.514	212.122	11.4003
FBtr0078693	1225	1004.51	1481.88	66.4809
FBtr0333517	1431	1210.51	0	0
FBtr0079323	1427	1206.51	0	0
FBtr0074485	1984	1763.51	0.0339055	0.000866426
FBtr0340624	1978	1757.51	2.96609	0.0760548
FBtr0114543	2066	1845.51	15	0.366281
FBtr0299568	1445	1224.51	0	0
FBtr0100137	1455	1234.51	0	0
FBtr0086574	1536	1315.51	0	0
FBtr0077302	645	424.611	0	0
FBtr0089971	2853	2632.51	0	0
FBtr0089972	2895	2674.51	4	0.0673994
FBtr0084311	2208	1987.51	691.127	15.6707
FBtr0335152	2570	2349.51	118.668	2.27613
FBtr0081413	2353	2132.51	2520.23	53.2586
FBtr0081412	2516	2295.51	13122	257.609
FBtr0301613	4419	4198.51	354.598	3.80611
FBtr0301612	4186	3965.51	0.0148178	0.000168393
FBtr0084799	4780	4559.51	1014.04	10.0225
FBtr0084800	4254	4033.51	79.3515	0.886568
FBtr0073892	1096	875.514	0	0
FBtr0343143	1534	1313.51	0	0
FBtr0073317	2124	1903.51	1128	26.7051
FBtr0345888	792	571.514	2	0.157704
FBtr0339237	2722	2501.51	3.36678	0.060653
FBtr0079303	1979	1758.51	0.633224	0.0162275
FBtr0347601	867	646.514	0	0
FBtr0345656	5093	4872.51	1.25905	0.0116447
FBtr0306048	1223	1002.51	0.740952	0.0333074
FBtr0080672	1318	1097.51	0	0
FBtr0087915	1077	856.514	1.91263	0.100632
FBtr0339629	629	408.694	4.08737	0.450699
FBtr0079297	3391	3170.51	719	10.2197
FBtr0331981	1071	850.514	0	0
FBtr0072209	593	372.77	101	12.2102
FBtr0345932	611	390.694	8	0.922772
FBtr0303203	3453	3232.51	2	0.0278824
FBtr0303252	1174	953.514	0	0
FBtr0303253	1068	847.514	0	0
FBtr0344781	1392	1171.51	0	0
FBtr0080986	1806	1585.51	0	0
FBtr0336748	3938	3717.51	244.582	2.96491
FBtr0336747	5284	5063.51	14.468	0.128765
FBtr0336749	4343	4122.51	17.615	0.192558
FBtr0081357	2976	2755.51	0	0
FBtr0112885	4194	3973.51	643.663	7.30003
FBtr0081356	3336	3115.51	74.0597	1.07125
FBtr0302106	2995	2774.51	34.6128	0.5622
FBtr0343504	1004	783.514	6.60372	0.379824
FBtr0072395	937	716.514	660.073	41.5153
FBtr0343505	751	530.514	4.3231	0.367231
FBtr0074560	1424	1203.51	6	0.224668
FBtr0273402	775	554.514	1187.71	96.5249
FBtr0076918	712	491.567	2760.29	253.054
FBtr0079604	1608	1387.51	1	0.032479
FBtr0085315	2597	2376.51	4	0.0758508
FBtr0345287	1628	1407.51	30.5981	0.979677
FBtr0335504	1582	1361.51	2078.4	68.7936
FBtr0079866	1748	1527.51	0	0
FBtr0076520	3945	3724.51	746.131	9.02789
FBtr0333908	3942	3721.51	39.869	0.482788
FBtr0308188	295	96.7306	0	0
FBtr0330663	866	645.514	0	0
FBtr0331650	303	102.479	0	0
FBtr0112363	298	98.9815	5	2.27644
FBtr0091860	493	273.871	0	0
FBtr0302954	501	281.537	1	0.160068
FBtr0299674	1785	1564.51	0	0
FBtr0473612	5002	4781.51	0	0
FBtr0100285	829	608.514	419.412	31.0606
FBtr0307213	635	414.653	4	0.434727
FBtr0071826	491	271.898	0	0
FBtr0339534	615	394.694	0	0
FBtr0308823	3463	3242.51	0	0
FBtr0339287	3195	2974.51	1	0.0151504
FBtr0088662	3523	3302.51	0	0
FBtr0340006	2167	1946.51	51.123	1.18359
FBtr0304712	1881	1660.51	0	0
FBtr0300853	1984	1763.51	12.877	0.329061
FBtr0080544	970	749.514	217	13.0473
FBtr0300385	769	548.514	2	0.164317
FBtr0300384	808	587.514	0	0
FBtr0087234	2453	2232.51	885	17.8645
FBtr0073512	2235	2014.51	273	6.10707
FBtr0083928	891	670.514	0	0
FBtr0334483	27666	27445.5	74.8374	0.122882
FBtr0089793	26619	26398.5	138.285	0.236068
FBtr0344988	26421	26200.5	1.99952e-05	3.4392e-08
FBtr0301340	27474	27253.5	0.0082852	1.37e-05
FBtr0334482	25818	25597.5	347.869	0.612433
FBtr0079062	1617	1396.51	4690	151.345
FBtr0345258	3950	3729.51	24	0.290001
FBtr0084035	3171	2950.51	1287	19.6572
FBtr0083967	2723	2502.51	44	0.79235
FBtr0076683	912	691.514	0	0
FBtr0076659	1302	1081.51	194.427	8.10148
FBtr0345602	1740	1519.51	1963.57	58.2349
FBtr0299682	759	538.514	0	0
FBtr0088029	570	349.878	0	0
FBtr0076133	3030	2809.51	4	0.0641608
FBtr0079204	855	634.514	0	0
FBtr0112366	662	441.611	1	0.102047
FBtr0070145	1802	1581.51	0	0
FBtr0071324	1246	1025.51	472	20.7415
FBtr0085842	2280	2059.51	800.394	17.5138
FBtr0330113	2660	2439.51	391.606	7.23414
FBtr0085031	1088	867.514	0	0
FBtr0081934	2064	1843.51	62.8892	1.53734
FBtr0334332	2186	1965.51	16.1108	0.369386
FBtr0087149	1803	1582.51	41.0592	1.16924
FBtr0087145	2570	2349.51	84.6393	1.62343
FBtr0087148	1879	1658.51	0	0
FBtr0087147	1916	1695.51	0	0
FBtr0087146	1931	1710.51	26.7258	0.704117
FBtr0340059	1900	1679.51	337.712	9.06157
FBtr0086169	1362	1141.51	3	0.118435
FBtr0344849	634	413.653	0	0
FBtr0080889	681	460.567	9777	956.652
FBtr0273368	4831	4610.51	0	0
FBtr0273367	5627	5406.51	124.953	1.04153
FBtr0475190	437	219.614	0	0
FBtr0083335	2569	2348.51	237.072	4.54913
FBtr0333727	2908	2687.51	7.92777	0.132936
FBtr0088468	1187	966.514	0	0
FBtr0304572	15871	15650.5	12.3767	0.0356382
FBtr0304570	16056	15835.5	54.6233	0.155449
FBtr0088638	15770	15549.5	0	0
FBtr0304569	15788	15567.5	0	0
FBtr0088637	15847	15626.5	0	0
FBtr0088639	15770	15549.5	0	0
FBtr0308083	15811	15590.5	0	0
FBtr0088640	15812	15591.5	0	0
FBtr0304568	16003	15782.5	0	0
FBtr0304571	16042	15821.5	0	0
FBtr0085036	1031	810.514	0	0
FBtr0070990	1321	1100.51	11.2784	0.461841
FBtr0343330	706	485.567	2249.06	208.734
FBtr0100409	805	584.514	33.6588	2.59504
FBtr0073406	2196	1975.51	1156.31	26.3776
FBtr0073407	1708	1487.51	2019.51	61.1822
FBtr0073408	1773	1552.51	508.823	14.7697
FBtr0339836	2199	1978.51	44.6458	1.01691
FBtr0346382	1868	1647.51	86.7113	2.37185
FBtr0344814	438	220.592	0	0
FBtr0334506	978	757.514	42.0841	2.50362
FBtr0084791	870	649.514	81.9159	5.68355
FBtr0343287	12244	12023.5	16.4406	0.0616208
FBtr0343283	13117	12896.5	3.93835	0.013762
FBtr0343284	13114	12893.5	5.34412	0.0186786
FBtr0343285	12265	12044.5	6.36064	0.0237986
FBtr0113464	13189	12968.5	0	0
FBtr0343286	10280	10059.5	87.9163	0.393852
FBtr0076808	1461	1240.51	8715.44	316.613
FBtr0475048	238	59.6078	2	1.51206
FBtr0332045	1291	1070.51	1216.75	51.2211
FBtr0332046	1610	1389.51	1255.32	40.7129
FBtr0273241	1751	1530.51	1056.28	31.1017
FBtr0273240	1758	1537.51	2504.51	73.4081
FBtr0332047	1242	1021.51	814.438	35.9297
FBtr0332048	1369	1148.51	133.701	5.24615
FBtr0080806	2840	2619.51	1	0.0172036
FBtr0343728	2870	2649.51	3.24722e-07	5.52314e-09
FBtr0070090	1790	1569.51	98.3417	2.82366
FBtr0334033	1683	1462.51	8.01018	0.246821
FBtr0070089	1689	1468.51	63.921	1.96158
FBtr0100476	1976	1755.51	0	0
FBtr0100475	1677	1456.51	169.727	5.25143
FBtr0080515	751	530.514	0	0
FBtr0085248	1400	1179.51	32833	1254.43
FBtr0072529	1933	1712.51	1415	37.236
FBtr0072530	1713	1492.51	0	0
FBtr0340233	1073	852.514	0	0
FBtr0080859	1010	789.514	4	0.228318
FBtr0080930	3237	3016.51	742	11.0851
FBtr0299959	1936	1715.51	239	6.27833
FBtr0070352	4251	4030.51	30.2713	0.338463
FBtr0070353	3221	3000.51	362.801	5.44896
FBtr0305583	3935	3714.51	184.641	2.24009
FBtr0070354	3670	3449.51	99.287	1.29711
FBtr0332580	3883	3662.51	0	0
FBtr0077311	332	125.162	0	0
FBtr0086763	177	32.616	0	0
FBtr0091780	582	361.842	0	0
FBtr0100014	1821	1600.51	41	1.15442
FBtr0306304	1164	943.514	0	0
FBtr0334743	1090	869.514	0	0
FBtr0346284	521	301.331	0	0
FBtr0331384	770	549.514	624.172	51.1878
FBtr0070313	1019	798.514	12.8275	0.723938
FBtr0075672	1137	916.514	418	20.5531
FBtr0083691	7127	6906.51	179.316	1.17004
FBtr0344327	7361	7140.51	114.788	0.724446
FBtr0344326	6633	6412.51	1090.9	7.66648
FBtr0114512	1470	1249.51	1	0.0360661
FBtr0071973	1262	1041.51	2	0.0865377
FBtr0091899	413	196.834	0	0
FBtr0073540	503	283.537	105	16.6886
FBtr0334299	5818	5597.51	640.071	5.15316
FBtr0085875	4243	4022.51	218.637	2.44944
FBtr0085876	4733	4512.51	121.292	1.21131
FBtr0273290	5218	4997.51	0	0
FBtr0273287	5105	4884.51	0.0122434	0.000112959
FBtr0273291	5082	4861.51	5.98776	0.0555052
FBtr0273286	5583	5362.51	0	0
FBtr0273289	5172	4951.51	0	0
FBtr0273288	5744	5523.51	0	0
FBtr0273285	5143	4922.51	0	0
FBtr0073365	641	420.611	0	0
FBtr0081581	1354	1133.51	0	0
FBtr0081580	1412	1191.51	0	0
FBtr0087650	1427	1206.51	7.00879	0.261789
FBtr0335271	1179	958.514	2	0.0940312
FBtr0086045	936	715.514	0	0
FBtr0079349	3634	3413.51	409	5.39961
FBtr0339319	4171	3950.51	7023.86	80.124
FBtr0085183	1730	1509.51	29879.1	892.014
FBtr0072001	986	765.514	0	0
FBtr0343197	1528	1307.51	0	0
FBtr0079200	712	491.567	812	74.4414
FBtr0076264	3604	3383.51	0	0
FBtr0331573	3640	3419.51	105.724	1.39331
FBtr0076262	3375	3154.51	1.32664e-05	1.89523e-07
FBtr0076263	3616	3395.51	260.896	3.4626
FBtr0331574	5110	4889.51	334.381	3.08188
FBtr0073165	3641	3420.51	0	0
FBtr0333136	9075	8854.51	0	0
FBtr0343481	1254	1033.51	0	0
FBtr0072350	1169	948.514	0	0
FBtr0346674	954	733.514	0	0
FBtr0079165	3025	2804.51	22.5149	0.361787
FBtr0079166	2898	2677.51	50.4851	0.849713
FBtr0290307	433	215.768	1162	242.694
FBtr0333489	1604	1383.51	67.3328	2.19323
FBtr0080025	1410	1189.51	537.928	20.3796
FBtr0070233	831	610.514	1978	146.006
FBtr0086482	624	403.694	1	0.111632
FBtr0079029	438	220.592	0	0
FBtr0345947	3165	2944.51	152.682	2.33676
FBtr0087409	4357	4136.51	1653.95	18.0189
FBtr0345946	4568	4347.51	289.677	3.00271
FBtr0339987	4120	3899.51	150.695	1.74152
FBtr0087411	4039	3818.51	0	0
FBtr0079001	5635	5414.51	30.6543	0.255137
FBtr0079002	6101	5880.51	147.854	1.13307
FBtr0079003	6000	5779.51	99.4919	0.775778
FBtr0339601	1097	876.514	13.0372	0.670293
FBtr0070366	1100	879.514	127.963	6.55664
FBtr0112843	6020	5799.51	58.02	0.450845
FBtr0070433	5821	5600.51	0	0
FBtr0071466	4702	4481.51	59	0.593291
FBtr0077977	802	581.514	0	0
FBtr0083731	1697	1476.51	37972	1158.95
FBtr0344890	479	260.354	0	0
FBtr0304818	502	282.537	0	0
FBtr0082890	1206	985.514	0	0
FBtr0071976	1173	952.514	0	0
FBtr0087449	2074	1853.51	253	6.15128
FBtr0083716	5665	5444.51	2374.05	19.6504
FBtr0305321	6523	6302.51	641.946	4.59014
FBtr0072755	2387	2166.51	2720.17	56.5815
FBtr0072754	2743	2522.51	1261.8	22.5422
FBtr0339522	1308	1087.51	0	0
FBtr0084321	1312	1091.51	0	0
FBtr0089859	914	693.514	0	0
FBtr0302435	2356	2135.51	15.4708	0.326476
FBtr0070335	2466	2245.51	160.011	3.21125
FBtr0300255	2521	2300.51	91.738	1.79707
FBtr0070334	2436	2215.51	1046.61	21.2888
FBtr0070336	2371	2150.51	73.9593	1.54986
FBtr0300254	2317	2096.51	20.7884	0.446852
FBtr0070337	2097	1876.51	617.577	14.8313
FBtr0079937	2577	2356.51	10	0.191236
FBtr0088525	509	289.509	16847.9	2622.55
FBtr0088527	577	356.878	73.7218	9.30929
FBtr0088526	522	302.3	42.4074	6.32184
FBtr0332692	1323	1102.51	5	0.204374
FBtr0074823	1092	871.514	0	0
FBtr0081616	2399	2178.51	21.3551	0.441756
FBtr0081617	2382	2161.51	388.161	8.09272
FBtr0346967	3071	2850.51	8.48367	0.134122
FBtr0081262	1034	813.514	82	4.54244
FBtr0079876	1391	1170.51	7352	283.054
FBtr0070800	507	287.509	2499.44	391.771
FBtr0345788	590	369.77	1555.3	189.55
FBtr0070801	606	385.732	13659.3	1595.81
FBtr0071797	3770	3549.51	0	0
FBtr0336638	1523	1302.51	0	0
FBtr0336636	3290	3069.51	2.31487	0.0339858
FBtr0300693	1964	1743.51	1.68513	0.0435561
FBtr0336637	3026	2805.51	0	0
FBtr0082695	1249	1028.51	419	18.3588
FBtr0081691	765	544.514	0	0
FBtr0340444	2810	2589.51	4389.64	76.3926
FBtr0309246	2620	2399.51	1265.91	23.7749
FBtr0073833	3216	2995.51	4.11819	0.0619549
FBtr0309245	4679	4458.51	763.503	7.71723
FBtr0301046	2611	2390.51	0	0
FBtr0303292	2656	2435.51	125.08	2.3144
FBtr0301045	2814	2593.51	0	0
FBtr0301044	2879	2658.51	1851.78	31.39
FBtr0340445	2647	2426.51	54.9729	1.02095
FBtr0308065	1060	839.514	9.15372	0.491372
FBtr0343418	3044	2823.51	2.84628	0.0454286
FBtr0079563	1346	1125.51	0	0
FBtr0084605	3588	3367.51	20.492	0.27423
FBtr0334599	3095	2874.51	271.508	4.25656
FBtr0085926	413	196.834	0.0104823	0.00239991
FBtr0078621	2371	2150.51	0	0
FBtr0075985	2165	1944.51	9	0.20858
FBtr0302979	2278	2057.51	0	0
FBtr0302974	3005	2784.51	2136.44	34.5766
FBtr0302978	2620	2399.51	572.379	10.7498
FBtr0302973	2912	2691.51	30.3672	0.50845
FBtr0302972	2707	2486.51	1767.13	32.0271
FBtr0344191	2940	2719.51	46.0784	0.763566
FBtr0302977	2970	2749.51	119.526	1.95905
FBtr0339707	2303	2082.51	111.083	2.40381
FBtr0302975	2711	2490.51	0	0
FBtr0302976	2741	2520.51	0	0
FBtr0083407	2170	1949.51	0	0
FBtr0340349	1411	1190.51	1.81647	0.0687597
FBtr0074072	1692	1471.51	26.1835	0.801871
FBtr0073439	489	270.007	10	1.66903
FBtr0076939	924	703.514	457.098	29.2804
FBtr0072392	1060	839.514	287.872	15.453
FBtr0072391	1128	907.514	383.36	19.0368
FBtr0339276	1039	818.514	85.768	4.72215
FBtr0309242	1240	1019.51	0	0
FBtr0305680	566	345.948	35.009	4.56047
FBtr0081855	621	400.694	10787	1213.19
FBtr0074402	630	409.694	0	0
FBtr0337017	3473	3252.51	95.2872	1.32025
FBtr0083315	3590	3369.51	316.393	4.23156
FBtr0100643	3383	3162.51	945.319	13.4706
FBtr0085152	1090	869.514	0	0
FBtr0078358	4772	4551.51	935.987	9.26733
FBtr0332716	4244	4023.51	1.7431e-08	1.95235e-10
FBtr0078357	4530	4309.51	727.013	7.60247
FBtr0302563	2321	2100.51	1451.01	31.1305
FBtr0082666	2176	1955.51	3430.99	79.0677
FBtr0075627	2491	2270.51	1386.18	27.5129
FBtr0114529	2046	1825.51	1285.73	31.7399
FBtr0075626	2376	2155.51	883.089	18.4627
FBtr0344788	10201	9980.51	263.275	1.18877
FBtr0344789	9784	9563.51	106.725	0.502909
FBtr0072775	1387	1166.51	39	1.50666
FBtr0307555	4528	4307.51	1219.08	12.754
FBtr0070000	3537	3316.51	26.9369	0.366022
FBtr0307554	3546	3325.51	500.983	6.78899
FBtr0077120	1711	1490.51	3328	100.621
FBtr0070973	1218	997.514	40	1.8071
FBtr0083751	1344	1123.51	229	9.18539
FBtr0082376	1739	1518.51	324	9.61539
FBtr0299673	1827	1606.51	0	0
FBtr0078995	1986	1765.51	956	24.4021
FBtr0113203	3190	2969.51	0	0
FBtr0081770	2860	2639.51	0	0
FBtr0300826	1923	1702.51	4.41647	0.116903
FBtr0333827	2599	2378.51	0	0
FBtr0333829	6187	5966.51	116.138	0.877194
FBtr0333828	2461	2240.51	40.9046	0.822744
FBtr0113202	5556	5335.51	49.5351	0.418386
FBtr0300827	2920	2699.51	7.00549	0.116948
FBtr0082908	740	519.567	1	0.086736
FBtr0335254	1866	1645.51	0	0
FBtr0300778	1372	1151.51	0	0
FBtr0335253	1812	1591.51	2.97862	0.0843424
FBtr0335252	1818	1597.51	0.0213763	0.000603017
FBtr0075133	4018	3797.51	87	1.03243
FBtr0332862	2190	1969.51	0	0
FBtr0340488	5997	5776.51	457.088	3.56594
FBtr0340489	6315	6094.51	0	0
FBtr0082340	1773	1552.51	551.075	15.9962
FBtr0335217	2032	1811.51	90.9254	2.26196
FBtr0343196	528	308.239	0	0
FBtr0071083	4045	3824.51	1	0.0117832
FBtr0086917	1188	967.514	9	0.419204
FBtr0112534	412	195.914	0	0
FBtr0340668	963	742.514	0	0
FBtr0306007	995	774.514	88.4728	5.14779
FBtr0082078	1511	1290.51	38.0056	1.32717
FBtr0082079	1189	968.514	52.7178	2.45297
FBtr0077587	1565	1344.51	29925	1003.02
FBtr0307099	242	61.9284	2	1.45539
FBtr0344146	4915	4694.51	16.5143	0.158529
FBtr0474154	5009	4788.51	0	0
FBtr0474153	5009	4788.51	0	0
FBtr0310020	6069	5848.51	0	0
FBtr0310018	5305	5084.51	0	0
FBtr0310017	5009	4788.51	0	0
FBtr0310019	6000	5779.51	10.4857	0.0817612
FBtr0474152	5009	4788.51	0	0
FBtr0083527	1613	1392.51	142	4.59546
FBtr0078648	1071	850.514	0	0
FBtr0309318	1089	868.514	0	0
FBtr0299879	1381	1160.51	13	0.504816
FBtr0304739	1301	1080.51	1.50574e-05	6.28002e-07
FBtr0083404	921	700.514	1	0.0643315
FBtr0309894	225	52.9234	0	0
FBtr0082225	3197	2976.51	42	0.63589
FBtr0337048	3074	2853.51	0	0
FBtr0074730	2338	2117.51	29	0.617181
FBtr0433498	675	454.567	127806	12670.5
FBtr0082598	1758	1537.51	15987.3	468.594
FBtr0346741	811	590.514	0	0
FBtr0080740	2222	2001.51	0	0
FBtr0079753	1979	1758.51	0	0
FBtr0342837	1587	1366.51	29.3874	0.969143
FBtr0079872	1494	1273.51	923.613	32.6834
FBtr0087180	762	541.514	1	0.0832206
FBtr0086783	5240	5019.51	651.264	5.84704
FBtr0301614	3509	3288.51	41.6912	0.571328
FBtr0086784	4910	4689.51	316.045	3.03712
FBtr0339391	1899	1678.51	1423.65	38.2226
FBtr0087784	1976	1755.51	2924.34	75.0696
FBtr0332882	2246	2025.51	30.0076	0.667632
FBtr0332357	3153	2932.51	643.076	9.88241
FBtr0080856	3136	2915.51	4717.55	72.9193
FBtr0332358	2096	1875.51	618.433	14.8598
FBtr0080857	2770	2549.51	2945.47	52.064
FBtr0333740	1252	1031.51	0	0
FBtr0332625	1471	1250.51	2	0.0720746
FBtr0089077	5312	5091.51	740.43	6.55357
FBtr0089075	3128	2907.51	1109.36	17.1946
FBtr0089076	3025	2804.51	184.21	2.96002
FBtr0071913	2556	2335.51	0	0
FBtr0071914	2548	2327.51	0	0
FBtr0309858	2627	2406.51	0	0
FBtr0071911	2633	2412.51	39	0.72851
FBtr0074130	2575	2354.51	5	0.0956994
FBtr0075697	923	702.514	1	0.0641484
FBtr0083584	3003	2782.51	0	0
FBtr0083585	3399	3178.51	0	0
FBtr0330042	3003	2782.51	0	0
FBtr0072578	2049	1828.51	1259	31.029
FBtr0076339	3160	2939.51	1908.31	29.256
FBtr0076340	3138	2917.51	82.6874	1.27722
FBtr0089937	2398	2177.51	197.959	4.09689
FBtr0302417	621	400.694	0	0
FBtr0331695	4429	4208.51	3	0.0321243
FBtr0082170	3598	3377.51	0	0
FBtr0072238	1035	814.514	0	0
FBtr0345317	1592	1371.51	474.079	15.5773
FBtr0290235	2054	1833.51	47.4604	1.16651
FBtr0070827	2001	1780.51	535.46	13.5526
FBtr0073362	1958	1737.51	4	0.103746
FBtr0080932	1465	1244.51	1026.73	37.1788
FBtr0331931	1557	1336.51	145.273	4.89839
FBtr0076502	1499	1278.51	0	0
FBtr0088801	605	384.732	0	0
FBtr0084852	1367	1146.51	44751	1758.99
FBtr0083519	714	493.567	0	0
FBtr0308497	988	767.514	0	0
FBtr0091831	529	309.208	0	0
FBtr0074293	6837	6616.51	131.243	0.893897
FBtr0332870	4007	3786.51	704.448	8.38398
FBtr0074292	3052	2831.51	301.357	4.79626
FBtr0305198	7965	7744.51	61.7913	0.359562
FBtr0088971	2122	1901.51	177	4.19483
FBtr0082203	1248	1027.51	317	13.9031
FBtr0344304	1245	1024.51	0	0
FBtr0072913	1183	962.514	0	0
FBtr0075099	470	251.483	1	0.179198
FBtr0100501	3599	3378.51	62.0034	0.827048
FBtr0344198	5631	5410.51	7.04568	0.0586847
FBtr0304750	3801	3580.51	23	0.289483
FBtr0088867	3658	3437.51	0	0
FBtr0346452	4306	4085.51	0	0
FBtr0290322	4002	3781.51	95.5037	1.13814
FBtr0078630	1505	1284.51	234	8.20952
FBtr0071982	1318	1097.51	366	15.0284
FBtr0337063	1089	868.514	0.00313615	0.000162727
FBtr0083375	1230	1009.51	707.298	31.5741
FBtr0088765	1695	1474.51	0	0
FBtr0088766	1640	1419.51	0	0
FBtr0290222	1178	957.514	430.848	20.2778
FBtr0309040	948	727.514	0	0
FBtr0084939	951	730.514	16	0.987034
FBtr0086127	1873	1652.51	199.934	5.45234
FBtr0086130	1873	1652.51	0	0
FBtr0332939	2043	1822.51	50.4034	1.24632
FBtr0086129	1779	1558.51	0	0
FBtr0300285	1891	1670.51	1308.51	35.2995
FBtr0086131	1870	1649.51	58.1258	1.58801
FBtr0331691	3276	3055.51	0	0
FBtr0081771	2961	2740.51	30.7202	0.505165
FBtr0331692	3339	3118.51	34.2798	0.495371
FBtr0080470	1972	1751.51	289	7.43575
FBtr0082385	2149	1928.51	378.417	8.84278
FBtr0334308	2048	1827.51	14.5827	0.359597
FBtr0333229	2503	2282.51	718.517	14.1861
FBtr0333228	1801	1580.51	3.67193e-07	1.04698e-08
FBtr0079146	1651	1430.51	760.54	23.9591
FBtr0079147	1631	1410.51	13728	438.601
FBtr0079148	1734	1513.51	24411.3	726.85
FBtr0333230	2078	1857.51	157.69	3.82572
FBtr0310055	6170	5949.51	493.765	3.74007
FBtr0340387	5600	5379.51	423.052	3.54398
FBtr0300421	5909	5688.51	1050.18	8.31968
FBtr0304797	1306	1085.51	44.8622	1.86246
FBtr0072584	1262	1041.51	148.872	6.44154
FBtr0345588	1446	1225.51	93.2457	3.42887
FBtr0072583	1159	938.514	1682.02	80.7664
FBtr0303581	1018	797.514	0	0
FBtr0289973	913	692.514	27999	1822.03
FBtr0075370	539	319.115	0	0
FBtr0077628	998	777.514	20	1.15921
FBtr0081245	4114	3893.51	588.355	6.80986
FBtr0331325	4151	3930.51	608.266	6.97404
FBtr0331326	3974	3753.51	0	0
FBtr0081244	4005	3784.51	1260.38	15.0083
FBtr0344095	2234	2013.51	0	0
FBtr0082730	1957	1736.51	4446	115.38
FBtr0076315	1618	1397.51	1	0.0322466
FBtr0301790	782	561.514	152.223	12.2169
FBtr0334937	737	516.567	6.59951	0.57574
FBtr0301792	666	445.567	41.7781	4.22549
FBtr0301791	686	465.567	11.3993	1.10341
FBtr0114598	2680	2459.51	19.1382	0.350665
FBtr0088622	2748	2527.51	12.8618	0.229324
FBtr0304986	657	436.611	0	0
FBtr0299776	1333	1112.51	29.7505	1.20512
FBtr0299774	1009	788.514	44.2495	2.52895
FBtr0086601	1597	1376.51	221	7.23523
FBtr0445176	2188	1967.51	285.707	6.544
FBtr0330382	3490	3269.51	124.5	1.71604
FBtr0084565	3490	3269.51	124.5	1.71604
FBtr0304675	3624	3403.51	735.82	9.74283
FBtr0076343	4274	4053.51	1870.05	20.7904
FBtr0339681	6858	6637.51	0	0
FBtr0310492	4680	4459.51	1	0.0101054
FBtr0310495	7038	6817.51	0	0
FBtr0310491	5781	5560.51	0	0
FBtr0473379	7099	6878.51	0	0
FBtr0310493	4749	4528.51	0	0
FBtr0310494	6864	6643.51	0	0
FBtr0083790	1789	1568.51	2279	65.4782
FBtr0340299	2985	2764.51	7.18056	0.117052
FBtr0340298	1830	1609.51	208.826	5.84698
FBtr0073727	2040	1819.51	25.9931	0.643788
FBtr0070231	1713	1492.51	13	0.392523
FBtr0073828	2786	2565.51	283	4.9711
FBtr0073023	1477	1256.51	498	17.8609
FBtr0113048	453	234.995	1	0.191771
FBtr0076229	735	514.567	11613	1017.05
FBtr0084668	13284	13063.5	1.28901e-06	4.4467e-09
FBtr0330308	13232	13011.5	6.46717e-05	2.23989e-07
FBtr0084667	8876	8655.51	14.0375	0.0730866
FBtr0339135	13311	13090.5	346.581	1.19313
FBtr0306172	13284	13063.5	1011.38	3.48896
FBtr0330309	13284	13063.5	1.28901e-06	4.4467e-09
FBtr0079481	547	327.083	0	0
FBtr0333453	1356	1135.51	2423.18	96.1687
FBtr0078368	1422	1201.51	72.8191	2.73122
FBtr0076836	996	775.514	1	0.05811
FBtr0083996	1323	1102.51	666	27.2227
FBtr0070055	1060	839.514	129.947	6.97554
FBtr0072631	492	272.871	0	0
FBtr0070052	1059	838.514	620.71	33.3595
FBtr0082013	1408	1187.51	975	37.0004
FBtr0080149	1240	1019.51	34	1.50289
FBtr0075230	719	498.567	75	6.77921
FBtr0073958	2514	2293.51	3341.98	65.6664
FBtr0073959	2304	2083.51	1474.02	31.8822
FBtr0114374	4249	4028.51	243.718	2.72637
FBtr0114376	4464	4243.51	20.5782	0.218536
FBtr0114375	3811	3590.51	345.703	4.33898
FBtr0082793	4369	4148.51	0	0
FBtr0333765	12784	12563.5	89.513	0.321082
FBtr0333766	13463	13242.5	170.071	0.578762
FBtr0333768	15201	14980.5	449.685	1.35276
FBtr0333767	14496	14275.5	915.727	2.89078
FBtr0073379	847	626.514	897	64.5212
FBtr0332396	839	618.514	0	0
FBtr0073066	1148	927.514	395.695	19.2256
